日期,小红书_koc,抖音_koc,抖音_直播,微博_热搜位,百度_热搜位,长视频_独家冠名,论坛_大V,央视_黄金档硬广,央视_黄金档冠名,央视频,AI_问答类,天猫_站内,天猫_站外,京东_站内,京东_站外,电梯广告_写字楼,电梯广告_小区,商场大屏,机场,高铁,候车亭,户外广告牌,全域投放量,大促热度,市场竞争指数,品牌大众认知指数,品牌社媒搜索指数,品牌电商搜索指数,品牌线上销量指数,品牌线下销量指数
2024/11/12,8823,1763,591,42932,1816,27998,1931,57183,89292,3106,563,819,731,741,753,4315,2823,45968,19960,17486,7904,5082,45858.43557,33,49,95,3,19,22,0
2024/11/13,4237,4681,889,94536,2670,47391,526,91915,52237,9630,849,974,684,644,983,950,8013,40515,32462,19613,6786,5105,37262.08001,80,13,71,37,42,14,90
2024/11/14,2515,3225,649,97222,455,26707,2022,66598,97172,3424,840,615,910,722,704,9732,3458,25991,50903,14878,9774,3457,52782.66841,38,9,41,16,93,94,92
2024/11/15,1384,1101,721,37310,848,44697,1718,98523,75212,6943,790,897,937,544,693,1520,6423,44860,53394,55716,7294,8683,61371.37697,31,86,78,90,71,11,9
2024/11/16,9815,3563,683,19670,1706,18596,1311,91372,89018,6118,594,640,554,836,718,9562,1242,17635,39700,12242,8653,2852,69647.35355,30,13,41,8,38,34,27
2024/11/17,6906,1991,949,22775,2903,92370,2914,83181,64981,9022,800,675,731,958,660,2207,6573,11857,29634,20988,8938,2164,54355.72266,45,39,70,65,12,48,47
2024/11/18,4806,4550,965,96423,2878,69208,1555,80196,87280,7798,995,597,906,805,610,1349,2278,28644,48014,28126,7387,6600,14064.44415,42,7,86,96,73,59,16
2024/11/19,4455,3224,520,53150,1238,85118,261,60438,84013,5477,597,590,732,866,839,9562,3681,41076,17437,51839,9119,7444,27579.1781,78,56,27,8,43,52,62
2024/11/20,5999,901,869,19933,768,16902,1896,70202,63752,5070,903,622,776,873,835,6918,7571,36642,14361,55272,7851,7283,42898.59987,22,88,85,77,64,4,75
2024/11/21,5523,3471,600,44660,1301,92286,1876,36253,93114,3574,645,665,648,636,686,5426,7293,22456,49625,37028,5071,7522,74706.61792,22,67,4,14,84,41,11
2024/11/22,5836,2624,872,76593,2186,86692,2035,92413,52713,6793,903,951,670,706,726,9081,5696,51528,25347,33196,7715,5652,3744.294548,15,73,46,48,85,63,80
2024/11/23,7860,798,525,57028,485,56482,269,76162,79133,2110,865,962,588,568,622,7213,5718,22248,27971,54663,6774,6824,6992.545531,31,59,99,94,65,25,17
2024/11/24,7617,1107,962,26978,2559,52038,1016,50050,73453,9885,787,869,560,704,728,2520,9607,48336,13433,30483,7134,2496,60089.72028,76,22,56,45,73,43,48
2024/11/25,9510,3609,652,9684,2256,93221,1679,60562,84286,5591,530,681,679,916,795,3743,5567,56201,55757,37179,7910,7406,25693.05866,62,61,57,26,15,11,44
2024/11/26,4067,3325,619,72251,843,44984,253,51024,51455,1057,852,996,976,919,626,1284,8598,16540,38902,17192,8436,9552,44942.60367,77,2,26,48,0,35,0
2024/11/27,7406,3068,707,84007,2442,65425,1027,84858,70002,8477,836,533,595,749,986,8364,6716,6119,11533,28073,6671,8579,52364.72181,37,26,2,82,76,95,71
2024/11/28,8646,4896,815,95512,2906,61081,2518,45988,51555,6137,543,845,683,695,618,6460,8292,37182,18525,46247,5141,8095,75844.44828,94,15,97,7,0,40,12
2024/11/29,3075,4987,889,65960,2537,42557,2797,90165,75488,4065,579,600,764,973,858,1433,7825,20838,35234,24034,5255,6607,22890.37819,21,48,2,55,25,58,66
2024/11/30,5436,4853,967,97123,793,71403,1310,97858,88499,5141,626,517,749,864,907,5807,9545,15024,29388,45743,6040,6108,70910.49287,94,25,48,58,75,0,14
2024/12/1,4818,2185,599,48473,922,34698,2759,49987,71844,4807,592,664,670,566,855,5760,9263,59330,45673,50942,8604,4773,76555.74123,81,28,31,36,23,92,57
2024/12/2,4108,3433,835,56787,1387,45160,661,32169,97457,1381,884,692,708,792,985,3938,8774,12618,56483,39889,5634,7719,5989.6818,85,72,59,94,77,44,36
2024/12/3,4444,3152,583,78516,1813,17513,459,67350,78288,6650,546,846,833,785,517,3213,7516,27181,38592,57891,5375,1258,21438.25343,18,50,35,19,66,71,90
2024/12/4,7051,1833,636,94915,2808,59778,486,89515,84662,5194,620,546,823,811,613,1111,5936,32583,19391,28094,9658,9371,41934.18323,48,61,71,76,80,12,10
2024/12/5,6672,3995,609,12914,2216,68729,619,87704,84176,2868,547,951,724,872,948,4140,7984,13234,47582,27795,6537,1864,26814.18131,4,79,68,17,8,69,41
2024/12/6,9542,2336,729,71953,2363,47744,2524,40583,53505,3850,947,913,503,712,859,5994,4985,50141,27295,14353,9068,9324,29768.78459,74,86,9,61,27,9,21
2024/12/7,8724,1987,729,99221,2277,79519,2388,31320,64473,9173,833,736,560,895,781,9198,7422,54161,44263,26648,7110,7073,34205.07859,38,19,3,33,45,92,30
2024/12/8,4010,1816,788,48404,1839,18179,2966,69435,87757,8776,576,637,539,697,787,2079,8580,5615,41918,45138,9933,6426,34507.72653,46,33,69,58,25,46,57
2024/12/9,1912,2833,548,2246,484,58149,899,39280,55228,1620,739,506,767,592,713,8794,8368,23779,22135,41518,5154,4562,38940.12647,92,98,28,39,5,53,80
2024/12/10,2519,1743,656,49540,1917,41909,461,52507,55169,3181,782,844,609,723,638,4770,8219,48558,10282,38279,7274,9936,18565.3973,90,88,48,98,44,98,34
2024/12/11,3736,918,951,52254,1297,85420,619,84434,93504,3450,914,785,574,622,897,3605,5611,16895,45433,40651,6356,2518,51902.47406,2,51,86,28,42,70,34
2024/12/12,4212,4855,733,59680,2962,98197,293,60386,55431,3856,641,788,910,920,681,4003,5972,45004,48951,13783,7107,3231,13147.22806,10,80,80,87,36,89,38
2024/12/13,2258,3052,798,45630,2335,17171,2161,30267,86465,9400,969,897,886,587,814,5497,6628,17470,18014,56415,7867,4074,75622.07466,73,5,81,31,25,27,32
2024/12/14,4685,3377,820,45110,1765,32361,1421,75978,59477,6367,866,921,595,775,918,8956,3590,55951,38274,57498,6817,5659,14626.74989,75,40,96,86,72,59,22
2024/12/15,3030,1935,815,97083,1009,52531,124,43875,83098,5103,547,662,905,930,775,3569,4294,7665,12211,17226,7344,3726,35746.09939,5,62,80,24,20,47,88
2024/12/16,5658,2034,967,95878,2254,65948,2749,47233,67338,6507,549,542,598,940,512,8437,9617,16163,59897,19702,7069,4319,55597.33921,16,43,85,42,52,89,0
2024/12/17,1222,1727,657,68988,2804,72607,2123,92976,87464,8622,525,846,697,642,795,1292,3766,33125,51008,42310,5297,7208,12380.34605,80,57,29,8,50,6,77
2024/12/18,7208,4146,665,17866,2038,16532,871,68682,94653,3476,765,971,803,701,925,1389,2682,59828,33999,51174,7635,5683,18920.60275,81,39,57,93,40,5,19
2024/12/19,4627,2639,852,85322,2720,88066,2044,66651,84436,3593,747,650,519,829,912,2284,929,42761,24974,57487,8785,5891,55063.4536,50,95,6,49,56,30,2
2024/12/20,3322,4393,798,9013,1989,33087,2649,94507,51510,1678,632,752,660,758,517,7982,2381,55442,50695,36945,8661,3717,73646.20336,75,48,7,26,45,34,55
2024/12/21,6517,1141,752,20052,2222,40145,2189,54797,56418,6719,979,831,791,658,702,5691,7929,7918,21870,32986,9719,1825,31295.56022,60,71,57,43,18,85,62
2024/12/22,5014,1781,917,73141,1503,10092,487,51750,76259,1850,843,568,814,974,951,6199,9036,38645,54847,30619,5997,1614,38656.25474,54,8,44,39,40,64,8
2024/12/23,3033,2882,827,28311,1842,34847,1821,49751,77360,8326,818,552,638,561,609,7039,9760,31344,37809,47321,6636,3069,66225.42004,43,76,91,41,10,14,10
2024/12/24,3034,3918,696,13865,1679,17877,1705,91610,56920,8625,527,711,766,716,912,3348,3281,8457,16230,36035,6253,8493,41567.64961,73,53,84,93,32,93,42
2024/12/25,4876,3986,639,24026,1336,75119,1045,97617,87588,3014,949,519,667,814,954,5599,9978,46810,47597,17152,7906,2991,71150.80012,23,8,30,48,35,54,39
2024/12/26,1271,1404,857,60986,2823,45927,2648,39496,92780,8941,867,946,775,641,600,8988,2240,49232,15165,49348,9502,4792,37267.07261,74,91,22,35,5,12,6
2024/12/27,8414,3048,582,35092,1634,69870,1488,72036,81534,5143,531,805,982,977,535,9056,3409,12479,58661,52203,9321,9415,1011.341898,26,3,85,2,78,71,34
2024/12/28,2135,4164,703,84187,1763,21171,849,64059,51555,2036,862,866,790,536,864,3780,7683,48130,18596,53044,7627,3868,27277.08399,71,64,84,89,38,0,38
2024/12/29,6806,986,729,22955,1089,16034,1136,45157,93591,5656,629,839,657,973,999,9893,6093,19235,34311,24030,7226,9693,9483.045634,23,38,21,28,19,45,18
2024/12/30,2224,4861,996,49618,1472,32235,933,37304,84417,8394,654,920,897,708,787,2234,3866,33304,24681,34791,5192,8411,56157.04687,11,90,61,0,91,43,83
2024/12/31,4662,4579,860,34413,1343,35963,820,74949,91262,6239,916,589,639,611,669,2836,7816,59504,12652,13967,9369,4705,56308.60715,98,40,97,53,33,78,43
2025/1/1,3232,835,665,31662,1497,68612,1362,55943,82588,2507,701,524,745,714,894,3956,9932,56584,40683,27453,5841,9791,42567.57953,29,69,98,82,85,60,88
2025/1/2,1276,4185,554,78545,2474,31442,2423,92950,50026,8935,574,776,501,803,813,8167,7239,10572,30671,50599,7836,4597,24418.5647,43,29,61,37,88,68,84
2025/1/3,7122,3035,614,56033,629,62982,2305,74783,58140,7365,650,706,866,614,901,1042,5366,16391,13950,19314,9938,6467,38139.19788,34,31,14,44,54,26,15
2025/1/4,1804,1359,789,51565,762,10636,2394,41372,66864,7767,735,951,523,693,714,7014,7477,20392,49587,53468,6555,3393,16669.48188,97,73,76,73,31,22,24
2025/1/5,7289,1736,715,77291,2105,24987,461,94608,61578,2507,506,872,837,503,951,4411,9619,28399,23371,49280,8096,4146,31528.15173,0,44,11,24,79,51,87
2025/1/6,7557,669,768,13588,1643,59712,658,78325,68981,8297,957,970,526,858,701,5783,9563,32086,33312,53265,9832,9842,16430.29245,89,40,26,33,18,49,24
2025/1/7,4896,1693,626,77754,2545,83683,1004,87260,96029,7137,948,929,637,831,500,9351,8633,28971,27711,50831,6096,2990,9793.050675,80,6,35,27,78,90,85
2025/1/8,3064,3444,700,69830,1310,11481,2918,57964,86501,6386,824,928,696,916,514,9384,6510,31896,23005,17061,9912,6701,41241.83784,32,59,87,34,97,82,2
2025/1/9,6683,4938,658,95152,2791,97418,2496,91340,73031,3302,912,734,703,534,606,6842,7148,49414,16247,44999,5747,8852,30253.11637,66,34,32,96,94,26,84
2025/1/10,7859,2243,904,78764,1683,32790,281,66082,96616,5526,820,946,734,949,718,1520,7137,59997,41362,44985,9085,6113,2045.892219,9,74,96,29,73,12,60
2025/1/11,4414,1258,884,14737,1975,73925,1303,98057,98861,3253,688,590,526,585,601,1279,2375,24415,17973,43361,7545,9974,70858.65935,16,30,16,7,13,7,48
2025/1/12,5850,1345,962,16720,2944,68563,2579,52976,83087,8017,829,673,564,982,660,6369,5466,55913,13743,38479,6047,2712,4390.263601,92,47,61,0,65,68,31
2025/1/13,2837,3182,902,58029,2063,56693,736,60074,60413,3179,684,785,633,615,783,5889,1856,51655,35605,35906,9327,3371,40593.05054,49,90,95,3,66,2,94
2025/1/14,6235,1892,994,84216,2490,82042,2206,42044,61952,4233,733,655,665,969,907,8440,8089,44823,45699,38216,9359,1173,78895.94411,76,68,81,3,42,88,22
2025/1/15,6556,4701,645,60703,1142,95552,2452,43283,78198,3885,591,676,858,848,943,4262,5262,24926,51903,49903,6382,8870,6754.749345,10,1,7,65,81,15,39
2025/1/16,3453,1693,534,60944,2407,27356,1558,49516,63433,5609,788,809,524,746,917,7226,1123,8354,49705,43649,7822,5715,23490.03936,3,22,29,95,35,19,58
2025/1/17,5648,2485,964,26850,2425,92250,1931,60231,50075,6507,831,697,819,690,762,4260,8906,14911,15005,12742,6675,6134,49476.74611,53,88,30,12,32,69,0
2025/1/18,5765,1445,575,65495,2812,23381,1449,90237,56139,7057,723,850,595,890,785,2639,5968,10573,10827,34426,8332,2589,44513.67096,8,33,52,78,54,17,81
2025/1/19,6215,3389,884,87731,1043,97476,1040,64956,58585,7691,876,717,968,604,553,8106,7888,27782,17520,11183,5690,8688,52517.15575,2,78,87,48,99,51,1
2025/1/20,2275,955,908,69895,317,36927,923,86559,92323,8642,689,766,844,820,940,5960,3817,41438,35146,14453,9724,5736,32188.65811,99,76,75,59,15,91,95
2025/1/21,5818,2678,527,21654,1007,98226,2596,81425,85176,6529,524,679,921,636,690,9807,2514,36413,34798,50094,8419,2247,32747.3884,34,78,7,41,0,2,1
2025/1/22,5381,4554,992,35901,1175,82339,2371,72858,75161,6014,630,653,739,891,577,5508,3942,59057,22216,44149,8955,4651,22596.34472,40,46,49,26,8,59,62
2025/1/23,4401,993,691,75297,1287,44652,669,79906,77791,6923,913,571,671,560,607,7717,1178,59995,31365,36342,9446,8447,18050.47716,6,13,66,28,93,7,86
2025/1/24,8972,2191,910,9819,891,84162,531,84913,95431,5347,747,695,812,769,527,7179,6923,31244,56529,55533,5847,7567,12478.69086,42,1,34,81,32,18,8
2025/1/25,9623,2509,705,36463,956,42383,2565,93660,80697,8675,756,520,745,699,718,4636,5445,47686,12765,25536,8583,8209,42285.41672,6,30,99,0,40,10,35
2025/1/26,4237,2866,885,74444,329,51451,2367,53318,64721,7276,544,915,525,509,696,8024,2173,28350,12482,45875,6874,3093,1476.56286,30,84,75,57,2,89,91
2025/1/27,9609,2911,826,53086,993,25231,155,49649,77318,2465,867,520,935,545,640,5861,2718,17442,29557,50725,6005,6551,38213.42691,53,70,22,49,57,46,29
2025/1/28,2016,3319,641,35577,1053,20854,145,43262,83757,3511,993,877,535,921,920,3007,3047,54241,27637,48805,6434,5000,13897.49488,25,99,13,91,43,32,32
2025/1/29,2345,2484,551,33056,487,74106,2044,98920,74870,1977,984,546,721,537,511,961,5671,30950,56623,30436,5659,1520,69351.87171,61,15,90,87,90,19,65
2025/1/30,4000,3572,975,15282,1849,11979,1747,79602,60142,4797,932,862,994,552,617,4019,5303,12707,55818,57195,5274,1888,74513.6542,70,85,65,67,75,54,54
2025/1/31,8589,2322,961,81700,2662,42367,1177,98003,60196,8640,629,552,668,613,587,8177,1934,42627,46534,50233,6252,2275,20589.87145,75,92,13,14,62,83,98
2025/2/1,8026,3085,989,7089,2903,46773,2558,83749,96525,7548,726,554,591,681,804,7144,1261,19758,46401,11155,5854,8432,35439.7211,20,65,6,5,58,59,46
2025/2/2,2532,2456,940,12427,2697,59222,1870,37754,91880,2666,656,610,518,538,687,7298,7860,14816,10990,30726,7187,3191,7635.498515,96,86,19,80,18,2,59
2025/2/3,6620,1244,967,38466,1744,37263,342,34941,69343,7039,819,754,850,616,968,9958,1324,57644,45722,22343,5331,3269,6453.173743,87,46,30,62,72,77,32
2025/2/4,5276,615,593,27457,1899,76825,2976,62715,84958,1047,617,948,718,891,594,3563,5889,15026,39222,11105,8042,9348,55376.35362,12,7,13,32,13,25,68
2025/2/5,2781,3398,806,88119,2616,13636,2040,55950,68846,4488,634,501,794,975,992,6537,5993,10726,22992,13934,6978,6174,41990.24093,40,58,99,49,60,63,78
2025/2/6,3013,2606,601,86021,492,99505,1244,45628,71668,3628,508,932,651,574,672,1773,8985,32738,58316,32848,6297,3619,64484.28201,56,40,16,97,16,88,92
2025/2/7,4750,2609,857,7864,1156,73608,1331,49381,51325,8138,798,843,533,798,729,8751,7910,21599,27409,18163,8247,9598,14584.47605,59,89,99,51,20,13,51
2025/2/8,5727,1823,868,90711,1406,64089,2319,38046,54268,2485,999,616,858,759,692,7110,3928,12345,26611,36467,7825,4360,34154.86447,66,57,62,33,27,38,88
2025/2/9,2427,2032,649,99865,2325,85749,686,30077,64889,8818,740,957,534,706,938,945,8651,47960,15940,18770,7274,6920,43428.45836,82,17,59,17,55,78,85
2025/2/10,5929,4270,609,26614,2521,68305,303,66584,91761,2058,527,919,717,748,806,2680,9390,49525,29172,49972,8975,1518,40850.75664,94,79,57,61,35,40,13
2025/2/11,9702,4495,922,80133,1407,13730,2686,32569,69316,4280,754,662,798,601,570,6235,9115,9541,13350,56738,5056,1687,35091.38529,19,97,58,31,68,79,29
2025/2/12,3549,4238,718,17489,1826,43513,303,77082,64241,9311,973,549,606,680,826,2845,8906,52187,16644,14561,9339,9632,37613.52597,19,41,9,37,8,3,86
2025/2/13,1999,4524,672,62794,1159,62628,1623,30109,99132,3779,560,571,881,915,685,2866,7821,7874,33026,59167,8367,6165,59187.7197,66,87,71,11,21,91,59
2025/2/14,7363,1189,509,48271,832,99067,2143,85088,87471,3609,577,979,900,815,819,4715,2903,16042,45560,35076,7514,7153,24555.57786,46,16,36,11,48,15,11
2025/2/15,6252,3407,755,84258,821,59361,2079,89774,94697,1716,768,741,939,944,500,6062,6908,47753,57713,31527,8906,8770,66699.52046,67,24,33,22,55,25,50
2025/2/16,9985,4161,616,50848,2632,93804,1936,88349,76875,5290,530,516,847,581,544,1142,8727,43226,21768,12161,8072,9563,21659.62644,87,13,88,15,52,19,41
2025/2/17,1420,3908,506,64289,2040,82763,1361,59467,87162,2052,702,526,708,661,961,5045,7891,21077,48183,18159,6666,8783,5341.771134,49,52,68,16,47,42,66
2025/2/18,2669,970,733,21881,2411,81954,2292,65528,65609,9418,873,591,519,677,861,2568,7061,49061,54231,35462,6290,8723,33929.02213,50,17,52,87,42,70,55
2025/2/19,6689,2984,766,27850,1315,13651,2896,68279,76578,4111,851,658,778,973,887,2326,9695,28929,28811,12350,6219,7351,531.9621431,0,68,18,79,12,44,37
2025/2/20,3491,3360,939,25125,684,63805,130,42803,93522,3298,617,608,917,983,753,4202,7241,26699,23048,17518,9144,4898,61534.4682,0,66,70,21,79,73,69
2025/2/21,6314,1584,816,95846,1241,79125,1204,82266,61092,4563,586,571,927,780,943,9819,2046,32253,56259,45090,8245,5105,63901.4946,26,50,87,93,43,41,98
2025/2/22,9195,3463,515,49578,2612,47636,1534,86173,59440,9182,569,653,510,994,868,5080,583,12896,35273,45009,9075,3343,37932.17348,94,36,81,23,96,57,0
2025/2/23,5052,3860,943,46000,2579,47391,828,46513,88350,7372,750,521,632,861,551,4173,3608,41133,31417,32297,8540,1012,33642.31071,20,44,62,81,20,80,86
2025/2/24,3139,2909,818,20706,2707,58179,2670,41405,62545,8600,800,918,867,853,658,5806,4871,48129,31257,38610,5356,2270,74256.80088,64,22,73,63,35,28,67
2025/2/25,8297,1556,846,60978,2520,49156,1091,64448,98009,2605,517,885,765,971,880,3022,2167,25317,29780,50933,5267,8181,10477.3545,71,17,91,88,2,6,29
2025/2/26,2835,4751,828,14173,2864,93542,1082,57223,99829,6857,813,604,685,748,584,2994,7352,50902,44263,15685,5432,9753,34791.4495,39,33,99,4,0,94,67
2025/2/27,7172,869,679,91105,1616,54789,1063,87269,52151,7247,931,662,548,990,988,3801,4864,40406,38343,23075,6840,8199,4297.883735,11,76,33,94,77,63,10
2025/2/28,4353,4707,878,6145,362,62450,213,77936,52696,1586,972,512,618,950,593,6018,9286,54025,57437,43505,7804,9154,74947.53448,57,88,86,2,93,62,36
2025/3/1,3953,4661,609,75563,2829,13401,2974,76508,61966,3323,932,838,927,541,974,3232,7357,24934,49099,11261,6071,9971,80304.9437,99,41,38,34,77,53,46
2025/3/2,9566,819,512,56305,2741,66182,2608,65915,64188,4808,775,607,846,797,626,2845,1495,37394,56692,51707,6573,5365,19435.42074,40,86,98,52,27,34,69
2025/3/3,7736,1005,789,22192,860,79114,232,60559,66205,5396,989,804,925,719,691,2703,5841,31717,30008,45064,9100,2598,67527.1463,14,13,22,54,41,9,76
2025/3/4,5867,3799,503,6376,2072,53528,2220,86171,51585,2416,780,585,602,781,557,4400,2431,43433,39630,17658,9076,4015,77513.04706,62,6,67,15,28,87,53
2025/3/5,1014,4854,912,82758,1375,24520,1731,79957,84411,8938,966,805,706,709,748,7205,4397,47762,41731,35428,5358,7116,62080.96238,71,5,39,50,49,67,65
2025/3/6,9128,1937,639,27685,557,37718,2255,44361,55450,8382,830,554,789,647,514,6045,6809,16192,32011,24083,5111,8888,60591.98918,43,82,52,19,68,55,25
2025/3/7,2558,3729,787,59642,414,28365,1965,74552,57958,6790,737,585,716,969,543,5565,2795,27811,38925,37421,5319,4426,23082.94658,64,58,55,30,85,77,6
2025/3/8,6076,943,520,56349,502,15491,2144,55325,57315,8818,915,617,604,552,945,3506,811,49037,54273,47779,7585,9339,46800.1643,82,46,43,58,94,91,98
2025/3/9,3755,2338,888,37637,1973,52053,1850,76861,95563,8701,652,800,854,964,705,4515,3877,20024,55668,42437,8353,4831,54785.92641,34,37,61,67,77,21,90
2025/3/10,8112,1034,968,96825,2411,34769,2221,70460,55388,1813,747,870,874,977,578,1769,1576,45285,35840,58229,5407,7820,61131.0999,21,84,66,76,58,6,75
2025/3/11,6862,2571,847,64642,2742,17350,796,86782,91360,3744,838,757,613,537,734,3263,9407,23039,38040,43851,9608,7273,78364.25585,74,9,98,11,68,62,74
2025/3/12,7401,4418,699,91948,1222,85959,989,58639,67112,3632,900,652,810,716,591,1844,6540,8359,42567,10015,6520,8944,5516.713756,92,27,21,62,97,20,83
2025/3/13,1919,4057,799,6116,2030,64258,630,94348,75048,6035,609,584,582,953,911,5369,5455,26479,37855,22302,5123,6643,77270.68703,79,11,48,30,43,30,42
2025/3/14,5147,2010,798,47564,345,71941,1145,73520,90564,5675,950,620,869,706,536,8795,5203,23199,42995,40374,5364,5252,36397.88753,89,16,68,79,3,71,68
2025/3/15,6360,665,581,85818,2417,13095,2629,31372,55701,1514,882,895,909,818,523,2345,2804,53253,53065,32680,9177,1000,26339.20898,7,75,28,33,54,17,52
2025/3/16,5927,2342,702,23359,772,19645,1489,62130,55153,8818,806,741,854,769,738,5818,7860,27696,17560,30125,9313,5936,75125.99139,38,29,87,12,63,63,15
2025/3/17,9091,4368,786,95940,1774,67379,2215,71298,90098,7715,616,641,533,535,988,3139,2295,47862,39605,21024,9373,8630,53043.61488,14,34,92,0,90,44,90
2025/3/18,3405,503,784,55108,396,93762,1992,93492,50052,8701,826,830,886,730,798,5262,4225,48365,51098,40822,8527,7040,34216.407,53,33,85,47,28,91,0
2025/3/19,4478,3868,988,51950,2864,40357,904,79460,54892,4991,996,646,949,608,736,2800,3485,25853,36113,43804,8462,5750,43170.96917,3,38,12,74,4,37,29
2025/3/20,1694,1956,849,43948,1237,35052,529,99892,59874,4784,874,907,743,593,942,3313,4445,44248,37393,11759,9581,5650,6866.546661,62,12,89,77,59,83,60
2025/3/21,9619,1719,910,96053,1502,75773,1166,33477,67064,7152,877,650,724,533,657,8714,4595,52492,35053,11290,5295,5072,50617.74905,63,25,85,32,86,74,28
2025/3/22,5002,3679,528,81062,1857,41895,415,60131,69641,1575,625,544,532,523,887,2410,5486,32662,19034,35834,6449,4873,66549.33908,22,93,24,1,90,0,77
2025/3/23,2705,2282,671,89285,2662,85060,1261,66139,86930,3736,682,558,896,934,620,2930,8545,36207,43542,10976,8294,5119,26882.52958,3,2,0,1,19,67,77
2025/3/24,3558,571,706,51904,2498,11983,266,42591,86247,7309,751,574,971,529,811,9754,4565,57076,58338,32091,7011,4287,64170.13129,88,7,17,44,92,55,79
2025/3/25,4114,583,599,42452,2282,69000,1019,91670,55405,4314,594,956,707,878,820,8492,481,27419,12587,27185,5876,5470,94103.73504,38,56,61,5,38,22,44
2025/3/26,6974,4987,518,76497,2591,71499,359,60453,54939,3493,578,990,978,691,573,2954,9835,39636,55631,47424,7075,1182,7032.355886,11,6,80,0,32,11,6
2025/3/27,4897,1993,722,9291,2726,54810,956,55091,51846,4411,744,603,577,930,542,2849,6694,43678,40422,50003,6347,2727,6856.334716,71,29,13,17,10,18,53
2025/3/28,4424,4874,903,77660,899,26739,1884,99141,88627,2804,524,862,676,594,752,4972,1522,20791,30001,26450,7980,2635,68372.43618,57,20,53,98,23,71,39
2025/3/29,1208,2952,713,6931,1802,66310,283,46489,96472,2819,823,781,921,925,861,3600,1139,17217,31808,44657,9459,5099,62333.17159,11,15,81,79,77,94,36
2025/3/30,1173,3667,749,93669,674,20427,2342,32212,68912,1393,844,983,855,923,853,672,2130,34888,36952,46031,7297,9900,85524.65661,97,77,71,83,16,28,67
2025/3/31,3189,3044,930,23522,453,53220,188,56920,86873,4034,789,966,753,834,807,7945,6989,26747,14106,32530,6656,4819,55458.65326,35,43,58,0,15,28,67
2025/4/1,5623,4139,887,91116,1644,43924,2624,84869,54491,9908,800,625,900,744,777,5717,8196,16206,27515,55345,5871,4698,24939.56632,28,32,18,92,70,51,64
2025/4/2,7669,2798,679,52734,2911,67706,2714,46540,86448,7340,837,781,613,584,532,7412,3187,20139,33251,20533,5741,1232,32956.18648,4,1,29,80,75,76,32
2025/4/3,4913,2389,831,70824,1341,20133,2489,44224,51460,8174,501,775,858,895,924,8484,7623,27165,12910,32645,9409,6517,19321.26728,62,69,79,51,41,70,6
2025/4/4,4186,2691,585,14840,2722,69645,2872,97135,78320,9444,759,825,857,677,734,6027,8993,14238,45843,55255,7143,1226,5172.969555,35,9,71,48,37,30,64
2025/4/5,9852,2634,562,72414,1684,11236,1245,45108,51459,2579,835,589,584,897,627,940,2561,11907,59872,32825,7572,3093,16634.91492,43,90,32,26,21,88,89
2025/4/6,6294,2240,908,61007,1954,17448,657,44489,85516,9958,781,930,818,562,787,3860,2043,5024,52353,10249,7138,4344,55222.67102,17,92,93,70,25,47,64
2025/4/7,9163,4647,614,19176,873,77065,217,71610,71057,7709,757,905,976,817,951,6834,3549,8690,29185,13767,5367,3995,17185.69521,26,75,67,47,24,23,77
2025/4/8,5174,2855,836,49621,933,94703,1752,43389,80630,5640,836,753,528,718,893,7936,6973,51428,35825,47498,7237,9611,68038.15136,3,10,76,94,41,31,71
2025/4/9,4341,3471,909,23828,1869,50694,2094,62093,66515,9168,534,689,548,587,923,6945,903,42731,30534,39578,5714,7118,24964.51599,38,27,90,18,92,40,69
2025/4/10,5290,2554,780,76015,2418,55314,2019,37375,70743,3131,859,650,905,711,556,8578,6651,49259,17725,45413,5498,1838,34782.39879,9,27,36,70,5,18,14
2025/4/11,8123,4254,823,73329,746,13849,635,32634,74520,5818,647,958,837,641,774,6694,8699,54190,46527,29634,9844,5217,74872.8866,64,89,17,88,90,19,29
2025/4/12,1496,4094,698,84389,2425,67298,1735,81996,73451,3441,552,581,994,966,589,8540,7619,34986,14489,43295,5305,7800,40429.01453,32,49,73,77,52,75,56
2025/4/13,7900,3794,529,12104,1605,85051,1451,49251,56241,2081,689,634,627,708,903,9123,4218,5392,50784,22401,9600,2757,15011.77204,72,34,50,72,88,78,33
2025/4/14,6687,4086,667,74044,1389,65500,1976,61110,88303,6331,586,931,615,666,890,1238,3899,24292,45642,48809,6386,5343,10070.43293,56,84,81,77,33,62,2
2025/4/15,6897,875,829,64848,2181,48883,1381,53023,56726,8494,967,602,620,586,589,8441,5494,34374,28916,55131,7869,9232,4531.201642,70,78,80,44,81,7,23
2025/4/16,3129,975,741,61657,1110,49187,2120,70807,65191,3159,985,559,596,958,882,7525,6988,36515,59052,59762,7052,1185,16083.99028,42,48,57,53,97,17,99
2025/4/17,9670,3463,858,34521,2611,56103,1530,59949,87527,1370,983,507,712,626,539,1305,8718,11952,11430,44198,8669,9407,35068.63079,28,97,72,84,56,87,51
2025/4/18,5725,1746,567,10752,2219,89731,221,80186,89358,8384,594,794,920,886,924,5011,6491,28256,29335,55214,6133,4839,52138.01307,70,56,7,42,55,58,68
2025/4/19,3927,900,978,30001,2582,99107,596,87720,54729,4670,593,744,964,531,996,8065,2435,6206,22401,47713,8045,5896,14524.66495,89,91,9,44,8,90,83
